Year,Month,Day,City_encoded,State_encoded,Store type_encoded
2013,10,16,12,7,0
2017,6,26,55,31,0
2013,4,1,45,10,0
2015,5,4,30,19,1
2009,4,27,21,2,1
2022,8,24,26,15,1
2007,4,14,47,4,0
2010,12,29,5,25,0
2008,10,6,29,27,0
2014,1,13,54,20,1
2014,1,15,36,27,0
2020,12,30,28,25,1
2012,10,22,42,17,0
2015,10,7,5,25,1
2019,1,7,4,5,0
2023,1,11,17,14,0
2009,9,28,35,21,0
2021,12,22,49,26,0
2021,12,3,3,22,0
2018,4,6,2,3,0
2012,5,2,44,28,1
2017,2,1,20,11,0
2010,11,5,9,5,0
2014,1,31,19,25,0
2015,7,10,10,12,0
2013,5,15,25,18,0
2011,3,30,45,10,0
2011,1,5,34,20,1
2022,4,8,28,25,0
2020,5,27,54,20,0
2021,1,6,1,0,1
2019,5,15,16,9,1
2008,1,14,42,17,0
2020,10,26,52,14,0
2022,9,9,2,3,0
2015,8,31,47,4,0
2015,2,6,1,0,0
2011,3,25,14,24,0
2007,1,16,16,9,0
2020,10,21,53,18,1
2014,11,7,36,27,0
2023,10,2,1,0,1
2021,3,29,38,23,1
2009,3,2,48,29,1
2015,8,5,11,29,0
2010,9,13,35,21,1
2011,1,17,30,19,1
2023,2,22,26,15,1
2022,7,11,10,12,0
2023,3,15,42,17,1
2011,12,16,41,4,0
2022,10,17,43,1,1
2012,11,21,8,22,0
2010,12,20,23,27,1
2009,2,13,8,22,1
2011,12,2,32,6,0
2009,9,25,27,30,1
2011,9,5,33,29,1
2009,1,19,11,29,0
2022,4,20,51,8,1
2019,2,18,55,31,0
2008,12,5,19,25,0
2012,7,27,11,29,1
2015,4,24,2,3,1
2017,11,8,26,15,0
2014,10,27,21,2,1
2014,10,1,8,22,1
2017,7,19,53,18,1
2022,10,31,51,8,0
2012,4,4,38,23,1
2016,12,9,49,26,1
2022,5,2,46,6,0
2012,7,16,33,29,1
2012,2,29,8,22,1
2018,10,22,25,18,1
2008,12,5,32,6,0
2013,6,14,46,6,0
2016,1,22,8,22,1
2017,3,22,17,14,1
2007,1,27,32,6,0
2015,1,5,0,12,1
2010,2,8,51,8,1
2013,9,9,29,27,0
2016,3,30,46,6,0
2015,6,26,0,12,1
2012,8,8,50,29,0
2007,5,11,35,21,1
2019,3,27,37,6,1
2021,5,31,30,19,1
2016,7,6,45,10,0
2018,9,10,28,25,0
2008,12,22,43,1,1
2023,12,6,19,25,0
2020,11,11,15,8,1
2012,6,18,34,20,0
2009,8,12,18,9,1
2013,11,27,7,11,1
2013,8,30,24,1,0
2011,6,24,15,8,0
2023,8,2,19,25,0
2015,11,27,53,18,0
2020,12,2,44,28,0
2021,11,5,43,1,0
2021,9,20,3,22,1
2021,3,24,47,4,0
2010,12,8,5,25,1
2009,7,15,19,25,0
2017,11,10,40,27,1
2008,5,30,2,3,1
2021,12,13,38,23,0
2022,10,12,38,23,0
2022,6,29,51,8,0
2017,11,17,2,3,1
2013,10,11,1,0,0
2021,6,4,10,12,0
2022,2,18,44,28,1
2008,5,9,34,20,1
2022,6,10,34,20,0
2015,3,9,8,22,0
2018,12,24,29,27,1
2022,11,16,35,21,0
2014,11,28,52,14,1
2011,6,13,23,27,0
2007,5,24,15,8,1
2017,2,27,12,7,0
2019,4,10,49,26,1
2021,12,24,25,18,0
2019,8,16,21,2,1
2012,10,31,1,0,0
2023,9,29,21,2,1
2007,4,27,33,29,0
2017,6,14,31,13,1
2022,7,4,35,21,0
2008,7,9,34,20,0
2009,10,19,12,7,0
2019,10,9,55,31,0
2019,2,6,26,15,1
2007,3,9,53,18,1
2019,5,17,54,20,0
2020,8,3,41,4,1
2011,2,28,34,20,0
2013,12,23,16,9,0
2007,5,14,17,14,1
2022,7,6,5,25,0
2007,5,16,10,12,0
2010,2,22,41,4,0
2017,3,10,6,27,0
2013,7,15,49,26,1
2022,5,6,11,29,1
2021,9,15,55,31,1
2012,7,11,49,26,0
2013,1,21,49,26,0
2016,6,15,29,27,1
2012,5,21,3,22,0
2011,5,13,3,22,0
2022,5,13,52,14,1
2017,1,23,20,11,1
2020,5,27,52,14,1
2023,1,2,25,18,1
2011,7,22,40,27,0
2007,1,16,17,14,0
2018,4,13,26,15,0
2022,10,31,23,27,1
2018,9,24,53,18,1
2022,8,24,19,25,1
2013,12,9,36,27,0
2007,1,27,30,19,1
2007,3,17,47,4,0
2018,7,11,47,4,1
2015,10,2,45,10,1
2015,11,11,24,1,0
2016,1,22,28,25,1
2019,5,8,10,12,0
2022,9,9,5,25,1
2011,3,14,15,8,1
2022,11,4,5,25,1
2009,10,26,23,27,1
2018,11,21,8,22,1
2022,4,25,29,27,0
2013,1,2,15,8,0
2019,7,5,23,27,1
2021,10,20,52,14,1
2016,1,20,54,20,0
2013,4,12,30,19,0
2007,7,2,25,18,1
2014,8,6,12,7,1
2009,6,29,14,24,0
2023,1,23,14,24,1
2013,12,16,31,13,1
2015,6,26,55,31,0
2022,3,25,24,1,1
2017,5,8,18,9,0
2012,4,23,47,4,0
2013,7,24,47,4,1
2009,8,28,8,22,1
2014,6,27,53,18,0
2008,8,13,31,13,0
2023,12,8,23,27,1
2013,8,30,22,11,1
2011,2,9,34,20,0
2007,10,15,11,29,1
2010,7,14,19,25,1
2015,7,1,42,17,0
2009,4,13,32,6,1
2010,11,1,8,22,1
2007,6,19,1,0,0
2018,8,22,31,13,0
2008,2,15,25,18,1
2009,7,6,3,22,1
2017,2,1,27,30,0
2018,8,15,38,23,0
2010,9,29,9,5,0
2020,10,30,6,27,1
2013,1,16,26,15,0
2008,1,18,45,10,1
2015,2,6,39,25,0
2023,12,22,14,24,1
2021,5,3,10,12,0
2008,8,29,1,0,0
2014,4,25,0,12,1
2010,12,31,37,6,0
2017,8,25,0,12,1
2013,12,16,31,13,0
2022,6,10,52,14,0
2011,8,1,54,20,1
2008,5,12,41,4,0
2016,6,10,53,18,0
2016,5,16,30,19,1
2008,1,18,42,17,1
2021,10,15,43,1,1
2007,4,27,17,14,0
2009,5,18,45,10,1
2012,9,28,5,25,1
2021,7,12,1,0,1
2023,2,20,54,20,0
2007,3,29,42,17,0
2021,11,10,34,20,0
2017,8,11,0,12,1
2023,6,21,9,5,1
2010,9,20,37,6,1
2009,1,12,35,21,1
2021,1,6,26,15,1
2011,10,7,54,20,1
2018,9,19,5,25,1
2023,12,27,26,15,1
2009,11,11,11,29,1
2010,8,25,6,27,1
2017,2,17,11,29,0
2021,6,30,41,4,1
2011,12,14,25,18,0
2013,12,30,21,2,0
2013,3,6,23,27,0
2012,1,4,35,21,1
2008,2,1,21,2,1
2014,3,12,43,1,1
2021,3,29,3,22,0
2009,7,29,0,12,1
2009,4,24,4,5,1
2011,12,2,33,29,0
2008,7,11,3,22,0
2015,5,22,55,31,0
2020,1,8,35,21,0
2022,2,18,50,29,1
2019,4,3,23,27,1
2008,5,26,38,23,0
2021,6,2,47,4,0
2014,3,7,55,31,0
2015,8,26,4,5,1
2016,4,25,18,9,0
2013,11,20,20,11,0
2009,6,10,11,29,0
2017,2,27,18,9,1
2012,6,29,31,13,0
2015,1,28,13,16,1
2012,3,21,55,31,0
2011,1,5,31,13,1
2023,2,17,52,14,0
2017,5,31,28,25,1
2011,8,5,15,8,1
2007,8,6,8,22,0
2023,2,15,32,6,0
2019,6,10,25,18,1
2012,3,23,3,22,0
2021,7,23,0,12,1
2015,4,10,35,21,1
2015,1,9,50,29,1
2018,2,21,13,16,0
2021,10,15,4,5,1
2015,5,11,32,6,0
2021,9,8,17,14,0
2010,10,27,0,12,1
2013,1,18,17,14,0
2014,1,15,47,4,1
2015,4,13,39,25,0
2021,8,6,55,31,0
2019,5,17,15,8,0
2007,4,23,34,20,1
2015,7,22,36,27,0
2018,9,5,0,12,1
2016,3,16,51,8,0
2019,6,26,19,25,1
2018,8,20,16,9,0
2021,11,1,48,29,1
2015,8,28,42,17,0
2012,12,24,32,6,0
2016,8,29,16,9,0
2013,3,27,3,22,1
2012,5,7,37,6,0
2010,8,2,18,9,1
2021,11,12,13,16,1
2020,3,11,4,5,0
2014,5,2,5,25,1
2022,9,21,22,11,0
2009,12,18,0,12,1
2023,8,7,54,20,1
2016,7,29,27,30,0
2021,4,16,49,26,1
2008,7,30,0,12,1
2013,12,11,0,12,0
2018,5,16,1,0,1
2014,9,5,25,18,0
2018,6,15,52,14,1
2014,2,21,27,30,1
2022,1,17,47,4,0
2010,3,31,16,9,1
2012,1,18,49,26,0
2015,9,11,42,17,1
2019,8,16,4,5,1
2013,5,29,35,21,0
2012,2,22,26,15,1
2008,4,14,35,21,1
2008,7,9,0,12,0
2017,10,18,40,27,1
2023,7,17,12,7,0
2017,1,25,44,28,1
2013,8,16,30,19,0
2021,3,3,49,26,0
2015,4,24,41,4,0
2016,9,14,54,20,0
2012,4,25,9,5,1
2017,3,24,12,7,0
2023,3,17,30,19,1
2013,4,3,26,15,0
2018,7,30,16,9,0
2014,11,28,30,19,0
2011,5,18,20,11,0
2021,9,24,23,27,0
2023,8,30,19,25,0
2018,7,11,31,13,0
2019,10,21,11,29,0
2018,10,15,41,4,0
2010,10,20,21,2,1
2009,4,20,52,14,0
2011,12,28,1,0,1
2018,2,28,55,31,1
2011,6,10,25,18,0
2020,4,20,42,17,0
2013,12,4,7,11,1
2012,3,7,22,11,0
2008,4,16,32,6,1
2015,5,27,15,8,1
2013,7,31,14,24,0
2020,8,28,15,8,1
2007,7,9,19,25,1
2018,1,3,30,19,0
2020,9,23,47,4,1
2019,1,18,18,9,1
2020,10,23,55,31,1
2008,3,24,29,27,1
2011,6,27,5,25,1
2012,8,20,17,14,0
2016,3,14,6,27,1
2011,4,1,26,15,0
2015,8,3,50,29,0
2014,10,22,41,4,1
2018,9,14,36,27,1
2009,10,30,34,20,1
2011,8,24,18,9,1
2010,10,11,14,24,0
2018,3,23,5,25,1
2018,7,18,40,27,1
2023,11,6,18,9,0
2021,3,24,14,24,0
2014,4,2,26,15,1
2016,11,30,22,11,1
2014,6,2,24,1,0
2017,8,23,2,3,0
2015,6,17,42,17,1
2023,12,8,53,18,0
2010,3,12,34,20,0
2018,7,4,42,17,0
2012,10,17,54,20,1
2019,7,17,15,8,0
2011,4,4,28,25,1
2010,10,1,51,8,1
2009,9,2,11,29,1
2013,8,2,12,7,0
2008,9,24,52,14,0
2010,12,27,14,24,0
2009,12,18,29,27,0
2023,5,31,53,18,1
2021,8,16,44,28,1
2011,2,28,51,8,0
2007,3,29,8,22,1
2016,5,23,48,29,0
2007,5,10,55,31,0
2009,9,2,16,9,0
2019,1,4,34,20,0
2012,1,9,53,18,1
2013,1,4,51,8,0
2007,3,1,18,9,1
2010,7,23,50,29,1
2010,10,29,10,12,1
2010,6,11,41,4,1
2023,5,17,26,15,0
2016,11,7,7,11,1
2012,3,5,45,10,0
2019,9,27,29,27,0
2009,10,9,3,22,1
2022,7,29,55,31,1
2015,11,20,30,19,1
2017,5,26,36,27,1
2016,5,11,25,18,0
2009,10,30,34,20,0
2015,6,17,3,22,0
2014,1,27,21,2,0
2008,12,19,3,22,1
2018,12,31,35,21,1
2022,4,18,1,0,0
2014,6,6,45,10,1
2012,2,20,0,12,0
2009,1,19,13,16,1
2022,7,27,55,31,0
2007,3,12,12,7,1
2015,1,19,37,6,0
2012,1,11,20,11,1
2013,9,20,5,25,1
2016,1,20,50,29,0
2014,10,10,19,25,1
2018,4,20,0,12,1
2014,1,10,38,23,0
2008,3,14,49,26,0
2013,7,12,32,6,0
2020,11,4,1,0,0
2020,12,18,48,29,0
2014,3,24,11,29,1
2019,10,25,42,17,1
2012,4,25,49,26,0
2023,2,17,16,9,0
2010,6,21,26,15,0
2018,1,24,17,14,1
2007,11,26,5,25,0
2011,12,14,41,4,0
2011,4,13,33,29,1
2016,2,24,22,11,0
2022,8,3,2,3,1
2010,3,3,53,18,1
2007,3,14,19,25,1
2007,2,17,2,3,1
2018,8,20,35,21,0
2007,3,7,31,13,1
2015,6,24,41,4,0
2011,5,25,35,21,0
2011,6,29,20,11,1
2016,7,4,48,29,0
2023,7,31,51,8,0
2019,8,19,54,20,1
2021,8,23,5,25,0
2012,4,25,54,20,0
2018,4,23,3,22,1
2021,10,15,25,18,1
2021,3,5,25,18,0
2011,12,16,49,26,0
2023,3,17,4,5,1
2013,6,24,32,6,1
2018,3,14,0,12,0
2022,1,12,24,1,1
2021,9,8,48,29,0
2012,5,25,38,23,1
2007,9,10,16,9,0
2010,7,9,50,29,1
2013,2,22,36,27,1
2013,9,23,6,27,0
2009,1,19,10,12,1
2019,11,8,10,12,1
2021,7,30,15,8,1
2017,10,6,17,14,0
2011,7,13,36,27,1
2019,1,21,7,11,1
2014,10,13,51,8,1
2010,3,8,23,27,0
2010,3,5,4,5,1
2018,10,1,48,29,0
2008,10,6,27,30,1
2023,11,22,8,22,0
2018,2,9,25,18,1
2014,7,18,20,11,0
2013,8,7,41,4,1
2015,12,21,35,21,1
2019,4,26,13,16,0
2010,1,8,45,10,0
2008,8,18,33,29,1
2013,4,1,54,20,1
2023,7,5,12,7,1
2014,9,10,7,11,1
2017,10,30,37,6,1
2023,4,3,5,25,1
2017,11,3,31,13,1
2013,2,18,39,25,1
2024,1,29,31,13,0
2015,12,7,19,25,0
2017,6,26,40,27,0
2022,1,24,15,8,1
2019,8,9,27,30,0
2023,12,11,40,27,0
2012,4,25,41,4,0
2009,1,9,8,22,1
2023,10,9,34,20,1
2016,5,25,17,14,0
2010,1,20,43,1,1
2019,7,3,37,6,0
2022,12,30,51,8,1
2011,10,26,30,19,1
2019,10,25,16,9,0
2008,9,8,40,27,0
2012,10,22,33,29,0
2013,12,13,28,25,1
2021,10,13,23,27,0
2019,7,26,27,30,0
2017,8,28,22,11,0
2019,8,19,43,1,0
2016,12,9,28,25,1
2015,2,18,46,6,1
2020,3,4,9,5,1
2015,6,8,25,18,1
2014,4,25,46,6,1
2021,9,1,51,8,0
2016,2,5,32,6,1
2017,11,10,3,22,1
2010,1,4,38,23,1
2015,6,5,41,4,0
2008,1,7,55,31,0
2022,8,19,29,27,0
2014,8,11,8,22,1
2014,11,14,26,15,0
2009,10,12,33,29,0
2022,9,28,36,27,1
2007,2,17,0,12,0
2013,6,19,4,5,0
2023,11,27,4,5,1
2016,12,2,2,3,0
2011,7,6,9,5,0
2015,3,30,29,27,0
2018,9,5,40,27,0
2021,6,25,24,1,0
2007,4,9,36,27,0
2019,9,23,14,24,0
2009,8,28,30,19,0
2017,4,10,32,6,0
2016,5,6,31,13,1
2012,1,20,30,19,0
2015,10,7,49,26,0
2023,11,10,54,20,1
2015,12,23,13,16,1
2016,6,3,26,15,0
2022,1,5,45,10,0
2008,7,2,1,0,1
2016,6,22,38,23,1
2014,7,4,2,3,0
2022,6,6,44,28,1
2009,11,6,14,24,0
2011,1,5,33,29,0
2017,8,30,9,5,0
2014,7,30,30,19,0
2023,11,29,11,29,0
2014,11,10,11,29,0
2009,9,7,19,25,1
2020,11,4,18,9,1
2009,12,18,18,9,1
2009,6,10,27,30,0
2020,1,13,14,24,0
2009,1,26,11,29,1
2013,5,15,42,17,1
2017,3,1,46,6,0
2012,6,25,30,19,1
2022,8,8,51,8,0
2008,3,26,1,0,0
2023,6,26,43,1,0
2008,8,1,49,26,1
2018,11,12,27,30,1
2019,12,16,4,5,0
2022,10,24,47,4,0
2014,9,10,52,14,0
2013,6,10,18,9,0
2019,4,26,47,4,1
2023,10,18,6,27,0
2019,12,20,35,21,1
2016,4,15,54,20,0
2017,3,17,38,23,1
2022,5,11,31,13,0
2013,12,2,27,30,1
2007,6,15,12,7,1
2016,10,14,35,21,1
2008,3,31,22,11,1
2020,3,9,21,2,0
2007,3,27,9,5,1
2010,8,2,0,12,0
2015,5,6,7,11,0
2014,1,13,29,27,0
2020,9,2,51,8,0
2021,6,28,13,16,1
2020,3,2,18,9,1
2014,9,5,29,27,0
2023,8,14,17,14,1
2007,6,7,12,7,1
2017,6,30,53,18,1
2014,3,31,21,2,0
2010,1,25,12,7,0
2009,1,28,3,22,0
2020,12,23,41,4,0
2008,6,13,19,25,1
2017,11,6,22,11,0
2022,9,2,23,27,0
2007,3,28,10,12,1
2007,2,17,6,27,0
2013,12,30,25,18,1
2023,10,20,11,29,0
2011,5,25,36,27,0
2008,9,12,29,27,1
2015,6,29,41,4,1
2008,7,9,50,29,0
2013,11,27,21,2,0
2012,1,25,26,15,1
2022,8,8,12,7,1
2012,12,21,18,9,0
2022,6,29,34,20,1
2015,12,7,34,20,1
2011,12,23,16,9,0
2021,1,8,8,22,1
2009,6,10,48,29,0
2023,4,5,22,11,1
2021,9,15,51,8,0
2021,6,9,4,5,1
2010,5,12,47,4,0
2012,10,31,19,25,1
2020,4,20,10,12,0
2008,12,10,20,11,0
2016,5,4,28,25,0
2022,12,28,24,1,1
2023,12,20,51,8,1
2016,4,15,43,1,0
2019,8,2,32,6,1
2009,7,27,27,30,1
2010,1,15,3,22,1
2013,4,15,42,17,1
2013,4,19,34,20,0
2008,3,3,51,8,1
2013,12,11,14,24,1
2013,10,9,48,29,0
2014,11,19,46,6,0
2015,3,9,0,12,1
2014,6,9,5,25,1
2008,8,20,55,31,1
2018,12,10,37,6,1
2019,10,30,24,1,0
2020,2,24,50,29,0
2009,11,23,48,29,0
2009,6,1,20,11,0
2015,5,22,26,15,0
2022,7,6,5,25,1
2012,10,24,39,25,1
2020,5,15,45,10,0
2023,4,5,3,22,1
2016,12,23,52,14,0
2022,1,31,31,13,1
2013,8,12,32,6,1
2012,8,20,25,18,0
2019,1,9,13,16,0
2021,1,13,23,27,1
2013,1,14,26,15,0
2019,3,1,32,6,0
2015,4,15,46,6,1
2010,7,14,32,6,0
2019,7,22,21,2,0
2016,11,7,25,18,1
2023,1,18,6,27,1
2013,2,13,31,13,0
2007,11,12,29,27,0
2021,8,27,34,20,0
2015,12,30,22,11,1
2018,1,31,2,3,1
2015,4,6,1,0,1
2021,5,21,29,27,0
2012,9,7,38,23,0
2009,3,18,21,2,0
2016,5,4,24,1,1
2012,9,14,36,27,1
2013,6,14,54,20,0
2015,5,6,53,18,0
2019,1,2,7,11,1
2016,3,18,38,23,1
2008,1,16,24,1,1
2009,7,24,51,8,0
2008,6,13,13,16,1
2012,11,23,47,4,0
2022,5,25,48,29,0
2012,12,26,25,18,0
2007,7,16,25,18,1
2009,2,18,43,1,0
2012,8,3,42,17,1
2008,7,16,0,12,0
2021,7,26,11,29,1
2007,4,2,41,4,1
2017,11,27,9,5,0
2010,9,20,5,25,1
2023,9,4,6,27,1
2016,6,1,50,29,0
2023,10,30,37,6,0
2015,8,21,30,19,1
2015,3,23,37,6,0
2015,1,12,29,27,1
2008,7,7,36,27,0
2023,11,24,48,29,1
2010,11,12,26,15,1
2018,12,14,26,15,0
2012,4,9,40,27,1
2017,6,14,6,27,0
2021,12,3,51,8,1
2011,2,2,13,16,0
2007,3,29,41,4,1
2014,1,6,38,23,0
2019,10,25,7,11,0
2018,10,12,20,11,0
2012,7,23,35,21,1
2017,2,15,16,9,1
2008,2,18,9,5,0
2021,8,20,8,22,1
2013,12,18,0,12,1
2016,5,4,48,29,1
2016,5,2,43,1,1
2019,12,20,14,24,0
2012,5,18,38,23,0
2008,4,23,31,13,0
2010,2,15,0,12,0
2021,10,13,24,1,0
2017,9,6,1,0,1
2014,6,9,41,4,0
2013,7,5,2,3,1
2009,1,23,33,29,1
2011,6,29,44,28,0
2016,1,6,26,15,0
2012,8,6,30,19,1
2022,7,15,6,27,1
2015,12,14,29,27,1
2011,6,29,28,25,0
2021,1,18,16,9,0
2007,4,18,41,4,0
2012,4,13,32,6,0
2010,11,26,8,22,1
2014,7,28,9,5,1
2008,8,20,13,16,1
2019,6,24,50,29,1
2007,5,18,55,31,0
2022,6,1,11,29,1
2019,9,13,23,27,1
2014,4,11,33,29,0
2014,12,5,40,27,1
2023,5,19,32,6,0
2010,1,15,0,12,1
2023,11,29,31,13,1
2014,11,10,38,23,0
2014,5,16,23,27,1
2017,6,5,48,29,1
2016,1,15,5,25,1
2018,9,3,41,4,0
2012,3,12,46,6,0
2023,11,17,12,7,0
2011,6,15,9,5,1
2022,10,21,15,8,0
2021,10,20,38,23,1
2007,11,12,2,3,0
2010,11,29,25,18,0
2010,5,3,42,17,0
2009,9,28,34,20,1
2014,1,20,35,21,1
2017,9,20,19,25,1
2012,3,2,44,28,1
2019,10,9,46,6,1
2018,2,14,27,30,1
2022,1,5,16,9,1
2009,7,17,47,4,1
2017,1,30,23,27,0
2016,8,1,25,18,1
2010,6,9,11,29,0
2019,6,26,0,12,1
2012,11,7,29,27,0
2008,7,4,14,24,0
2009,2,13,2,3,1
2020,3,9,42,17,0
2010,2,22,43,1,1
2007,3,10,40,27,0
2016,7,25,6,27,1
2017,10,20,25,18,1
2012,5,25,41,4,0
2020,3,2,15,8,1
2023,2,10,51,8,1
2007,7,30,17,14,0
2016,3,2,25,18,1
2007,8,20,40,27,0
2020,11,23,25,18,0
2018,11,9,13,16,1
2008,8,20,48,29,0
2021,6,21,49,26,1
2014,1,22,18,9,1
2018,5,7,36,27,1
2020,12,11,40,27,1
2015,11,18,19,25,1
2023,5,8,7,11,0
2010,6,16,20,11,0
2009,5,4,5,25,0
2015,8,28,47,4,0
2008,4,11,17,14,1
2014,2,10,7,11,1
2007,4,18,4,5,0
2015,5,27,43,1,0
2016,12,7,5,25,0
2009,4,15,4,5,1
2023,9,6,7,11,1
2008,8,29,1,0,1
2018,8,20,25,18,0
2023,7,7,8,22,1
2020,3,4,13,16,1
2015,8,17,48,29,0
2014,5,23,31,13,1
2023,7,31,52,14,0
2022,9,26,50,29,0
2011,2,2,32,6,0
2015,10,30,8,22,0
2008,2,22,25,18,0
2009,2,11,36,27,1
2023,10,13,45,10,0
2012,9,10,39,25,0
2022,2,14,7,11,0
2022,2,11,47,4,1
2008,7,21,40,27,0
2007,6,11,38,23,1
2011,5,9,31,13,0
2020,3,6,43,1,0
2008,12,3,6,27,0
2015,12,21,20,11,1
2015,9,28,17,14,0
2021,11,26,21,2,1
2015,6,12,34,20,0
2011,10,28,51,8,0
2009,8,31,23,27,1
2017,9,8,26,15,0
2020,9,7,52,14,1
2021,7,21,55,31,0
2016,5,4,38,23,0
2013,12,30,3,22,0
2017,8,7,13,16,0
2012,2,17,44,28,1
2022,4,8,32,6,1
2018,9,19,37,6,0
2023,6,26,36,27,1
2011,1,24,4,5,1
2015,10,7,38,23,1
2016,1,22,16,9,0
2009,3,4,50,29,0
2016,12,5,8,22,1
2014,9,29,21,2,0
2015,6,22,28,25,0
2007,2,1,16,9,1
2015,1,19,51,8,0
2014,1,17,54,20,0
2017,10,13,40,27,1
2017,5,12,35,21,1
2018,6,27,14,24,0
2020,12,30,41,4,1
2015,9,25,38,23,0
2007,2,26,32,6,1
2015,9,18,38,23,0
2008,3,5,28,25,1
2020,10,14,7,11,0
2008,10,15,34,20,1
2011,6,6,47,4,0
2010,5,17,18,9,1
2010,11,22,27,30,0
2007,3,9,3,22,1
2014,7,23,36,27,0
2023,11,29,27,30,1
2012,10,12,33,29,0
2020,4,1,34,20,0
2019,1,9,50,29,0
2007,5,18,42,17,0
2007,6,4,12,7,1
2016,12,21,43,1,0
2008,11,26,10,12,1
2016,10,5,23,27,1
2018,4,30,6,27,1
2014,8,1,22,11,0
2007,7,2,4,5,1
2016,2,15,35,21,1
2023,6,26,5,25,0
2019,6,19,0,12,1
2021,9,1,15,8,0
2021,8,16,21,2,1
2009,12,16,32,6,0
2022,9,26,11,29,1
2011,12,2,48,29,0
2010,2,3,2,3,0
2008,12,5,52,14,0
2018,5,4,50,29,0
2014,8,27,48,29,1
2018,8,17,20,11,0
2015,11,25,0,12,0
2008,2,8,14,24,1
2019,6,17,41,4,1
2018,12,12,11,29,0
2011,3,11,47,4,0
2008,7,4,5,25,0
2008,9,26,3,22,0
2018,8,31,6,27,1
2014,3,5,28,25,1
2023,4,21,49,26,0
2014,4,25,36,27,1
2010,6,9,54,20,0
2015,6,15,14,24,0
2023,12,15,3,22,0
2019,10,7,1,0,1
2011,1,24,45,10,1
2023,7,10,44,28,1
2020,10,2,43,1,0
2007,3,14,53,18,1
2008,12,1,34,20,1
2015,6,15,34,20,0
2022,3,25,41,4,0
2016,7,27,7,11,1
2017,4,24,28,25,0
2021,4,7,35,21,0
2019,5,15,53,18,0
2024,1,29,15,8,0
2015,3,2,5,25,1
2016,4,20,6,27,0
2023,10,30,27,30,1
2019,1,9,40,27,1
2008,6,6,42,17,1
2019,3,27,16,9,0
2017,3,10,14,24,1
2008,4,25,31,13,0
2016,8,12,1,0,1
2008,10,31,12,7,1
2012,4,4,4,5,1
2019,10,2,53,18,0
2010,11,22,14,24,1
2016,5,30,38,23,0
2015,1,26,50,29,1
2024,1,5,2,3,0
2019,3,8,48,29,1
2022,9,19,3,22,0
2013,11,20,42,17,0
2015,6,15,53,18,1
2012,12,10,19,25,1
2016,9,5,16,9,1
2010,3,17,19,25,0
2011,8,22,20,11,0
2008,2,25,22,11,1
2017,3,15,2,3,1
2022,12,23,43,1,0
2011,4,4,54,20,1
2011,9,26,36,27,0
2017,8,28,6,27,1
2015,6,24,12,7,0
2014,2,26,27,30,0
2008,8,8,32,6,1
2016,2,24,14,24,1
2019,11,8,36,27,0
2013,9,18,44,28,0
2015,9,7,27,30,0
2010,4,23,10,12,0
2020,8,10,4,5,0
2009,11,27,42,17,0
2010,5,28,12,7,1
2019,3,6,20,11,1
2019,11,27,5,25,1
2019,2,11,11,29,0
2019,4,22,45,10,1
2015,1,28,9,5,1
2018,11,28,6,27,1
2018,7,20,47,4,1
2018,9,24,46,6,1
2018,11,26,0,12,0
2018,7,23,22,11,1
2022,7,11,31,13,0
2008,11,3,12,7,1
2012,12,31,50,29,1
2017,4,21,9,5,0
2009,10,16,47,4,1
2018,1,17,52,14,0
2019,6,26,21,2,1
2012,3,16,12,7,0
2014,9,29,30,19,1
2009,8,3,45,10,1
2007,3,1,17,14,0
2023,7,17,4,5,1
2021,10,27,19,25,0
2008,1,7,45,10,1
2017,6,5,30,19,0
2023,7,14,23,27,0
2017,4,3,2,3,1
2017,5,19,21,2,0
2018,2,28,35,21,0
2014,12,19,14,24,0
2014,10,10,53,18,0
2012,10,29,54,20,0
2008,5,12,50,29,0
2011,10,7,4,5,1
2021,6,11,55,31,0
2013,2,25,9,5,0
2023,6,9,50,29,1
2023,3,1,46,6,1
2016,3,9,50,29,0
2021,6,25,49,26,0
2014,4,9,8,22,0
2022,10,17,16,9,0
2018,5,11,0,12,1
2018,7,2,21,2,0
2022,10,19,17,14,0
2021,12,17,51,8,0
2009,1,28,16,9,0
2012,11,5,42,17,1
2008,1,16,53,18,0
2018,5,16,55,31,1
2022,8,24,17,14,1
2015,7,29,37,6,1
2012,5,21,45,10,0
2016,2,22,1,0,0
2022,1,28,17,14,1
2011,6,29,45,10,1
2011,9,9,1,0,1
2012,11,21,12,7,1
2009,7,13,48,29,1
2007,6,7,19,25,0
2010,8,6,9,5,1
2017,2,17,11,29,1
2009,3,27,22,11,0
2010,5,3,15,8,0
2021,7,26,10,12,0
2009,2,23,38,23,1
2016,10,10,7,11,1
2011,7,1,42,17,1
2008,7,25,29,27,0
2022,5,2,2,3,0
2010,3,22,50,29,1
2023,5,29,6,27,0
2011,5,13,13,16,1
2007,10,15,51,8,0
2014,3,19,31,13,1
2013,9,11,20,11,1
2012,8,15,52,14,0
2016,9,2,21,2,0
2016,2,10,3,22,1
2010,10,11,48,29,0
2014,6,4,2,3,1
2012,2,8,1,0,1
2021,12,27,22,11,1
2010,9,8,10,12,0
2008,10,1,51,8,0
2021,5,14,15,8,0
2020,10,12,17,14,1
2017,3,3,24,1,1
2023,1,16,30,19,0
2008,2,15,27,30,0
2020,1,3,48,29,1
